clean_text,label
sedap  berwisata ketinggian  jakarta  lihat  jelas betapa berpolusinya kota  jakarta indonesia,sadness
dibuat bundling  semuanya ditawarkan  weekdays momentum  mana harga harga hotel  singapura bertarif sangat tinggi viwihotdealsformiddleeast,sadness
c jalan tol  sungguh sedih mengingat kejadian kejadian  kehidupannya tak kuat menahan sedih dirinya mencoba mengakhiri hidupnya  menatap bayi aurora  tengah terlelap  tersenyum tak kuasa melihat malaikat kecilnya   cantik mengurungkan niatnya c,sadness
 dilihat lihat akhir  profil gue  diisi  jokes twitter  gue retweet  keluhan insomnia   kunjung  habisnya wth is salah  me,anger
 gue tau sih bukan grup   digituin  sesama cewek terus dibilang bahan gituan   terima  jelas publik figure  berbicara  enaknya  video bahan c i gue mengetik   nyaman wah gue lisa dibegitukan  gue semarah  bagaimana bangtan,anger
 degdegan gemetar hati  tenang mengantuk  hilang selera makan  hilang bagaimana besok  allah takutt banget kalau aku    lanjut aku  apa,fear
menyayangi mu membuat ku mengenal bahasa baru menyayangi mu membuatku mampu merangkai kata kata baru  memang tak seindah puisi puisi pak sapardi  cukup  memberi mu makna rasa sayang melahirkan sedikit  sedikit kalimat  tersusun rapi  sebuah kertas,love
aku cinta kakak dije hahahahahahahahaha goodnayt  mimimingg  baru  menyelesaikan meng approve row usulan daerah,love
 kalau  cukup  meminta maaf  apa  polisi  jaksa  kalau dibiarkan    efek jera  pelajaran  lainnya,anger
cinta  sesaat  berkata aku mencintaimu  aku membutuhkanmu  makna sejatinya  berkata aku membutuhkanmu  aku mencintaimu,love
jadi  kenalan nih gue entah langsung menyambung  gitu  sisi    sok dekat sama gue sok  dekat padahal kenal  kaga  kalau gue nya  welcone jadi kayak ilfeel   meladeni nya,anger
 hidung nyium bau bau  enak lalu teman  rumahnya lumayan jauh ngechat  wa kalian nyium bau gas  anjir iya  bau gas  bukan gas beracun kan huh kok jadi parno sih,fear
aku pernah ikut kuliah umumnya cara penyampaian  informatif  edukatif sih  kalau lihat   ramai  hmm  berkomentar  sih  fokes sama profesi andaaa ajaaaaah,anger
aku sama kayak kamu by the way trauma sama laki laki  ayah semenjak lulus sekolah aku puber suka cowok lah cowok dekati aku lah segala macem aku kira trauma ku sembuh  berkali kali aku dikecewain laki laki,fear
makin seram  dunia   seindah  gue bayangkan waktu kecil terlalu banyak orang jahat  mungkin gue  terlalu naif menganggap semua orang  baik,fear
rlt guys aku mau nanya aku bingung aku ketrima u p n vj sama ujian nasional air aku suka jurusan   kamu pengadilan negeri  aku anak daerah  takut  jkt   ujian nasional air  dibayar mohon sarannya,fear
besok padahal ujian akhir semester statmat  berdoanya bukan buat ujian akhir semester xixixi  aku bersyukur negeri  damai  aku diberi kesempatan terus mencari ilmu  jenjang  sekarang coba kalau indonesia kayak suriah  mungkin seleha leha ,happy
bismillah salam plur slankers i indonesia  bakal ketemu  momen  sangat dinanti    semua jambore nasional slankers indonesia bersama slank,happy
heii hey km  kaum adam hari begini  mau  trnsfer dp sedihh kan kalau  blok  tf mk nya  real  kalau mw ktmuan sama kaum hawa hihiiihii,anger
habis diem cemberut rewel lihat tante jalan  luar mau masuk rumah  senyum mulai ceria menempel terus  tinggal bentar mencarikan nte putput tante pulang diam  menangis mencari nte putput kangen banget  dek,love
 peristiwa gue menyikapi masing masing gak gue buat paket soalnya  partai politik partai politik  kadernya korup  bukan cuma korup  kejahatan lainnya pertanyaannya   kejahatan  selalu dihubungkan  ketumnya kalau iya cek  kejahatan  dilakukan kader partai politik,anger
pwbanget memang beda viral curhatan personal assistant konglomerat indonesia  diposting  acoount twitter nya asli baru kebuka deh pikiran   orang tajir  ternyata  sombong lah,happy
gue tau sekarang  apa  cuma raga  bakal gue bawa pergi    jiwa gue  tau bakal ketemu   kalian  kamu     pernah ,sadness
anjir dada sebelah kiri sakit,sadness
paling parah sih   sama sekali lihat  bolong totol bintik polkadot semacam  lah  menangis  pusing  terngiang terus  kepala  geli  takut pokoknya  mau lihat,fear
happy mensive my love terima kasih  menemani selama tiga bulan   kerasa  panjang  perjalanannya selama  aku merasa  memberi apa apa buat kamu maaf aku   romantis pekerjaan aku cuma jailin kamu  kamu  percaya tiap detik aku selalu sayang kamu,love
sayang janganlah kamu waton seram,fear
ngumumin tunangan  hari  tujuh bulan  tujuh  menurutnya  angka keberuntungan beeeh aku patah hati nya dobeeel ku   banget  tanggal sebegitu wkwkw kalau nikahnya sama   apa apa sih   sama  sih hihi,sadness
sangat  mudah menjadi keluarga korban pencabulan beberapa keluarga  memilih menutup buku kasus  takut aib  tersebar lebih memilih kayak gitu trauma anak jadi nomor,fear
rasanya  pernah bosan dengar suara rosa  dengar  nyanyi berasa makin sayang sama    terbaik buat   ampun  pernah sesayang  sama idola kayak sekarang   love her sok much,love
intinyanya selamat tanggal    kali  pernah harapin  aneh aneh aku cuma mau terus sama kamu sayangnya kamu  aku  pernah berubah   sayangnya aku  kamu berharap malah  lebih lebih sayang   kamu seiring berjalannya waktu,love
somi terima oppa apa adanya kok tenang  mau alay nge drama jungkir balik  kalau  sayang mau bagaimana,love
punya impian tulis   pandangi    didoakan  segera terwujud termasuk mimpi  segera  baitullah yakinkan diri  suatu    tanah suci,love
timang timang anakku sayang buah hatiku sepajang jalan siang malan ku selalu berdoa semoga kelak kamu bahagia selalu harianaknasional,love
sejujurnya  sayang aku tak pernah buang kamu jauh  hidup aku nama kamu tak pernah terpadam  hati aku,love
melihat susunan kepanitiaan inagurasi orientasi studi  pengenalan kampus jurusan  porangkar  membuat  sakit kepala  letak ketenangan tahun ketiga  allah ,sadness
  ngebuntutin gue dong bangkai banget  sih gue  biasa lewat jalan a  memuter  jalan b  lebih jauh pas gue   lihat   belakang gue gara gue ngebut tiba tiba  lampu merah ketemu  langsung tancap gas lah gila takut banget banget banget,fear
mau kirim salam buat  makin hari makin tercantol  hati salam  buat om andre taulani  mau jadi member  nya bts inisahurtiketcomharike,happy
lagu  banyak sih  aku benar benar suka sama awake  lagu  buat aku semangat mengejar mimpiku buat  sertifikat bahasa jepang,happy
kalau aku  lebih ngeri  dompet ilang kalo    paling ngerinya cuma sesaat nah kalau dompet hilang  galau berkepanjangan krna   dompet bukan cuma  duit tp kartu tanda penduduk sim atm kalau hilang kan gawat bang semen,fear
gue baru sadar hampir   panti punya kucing liar  selalu  rawat   ajak main sama anak panti  gue  baru sadar ternyata  bentuk ungkapan kasih sayang anak panti  sesama,love
jangan lupa jaga kesehatan jangan keseringan begadang makan sayur kalau  selesai kuliah sekolah langsunh pulang jangan suka keluyuran ibu khawatir,fear
indonesia memilih artis  difilter dulu apaya kok   orang kayak yonglek begini banyak followersnya apa bagusnya sih bagaimana mau maju coba indonesia  allah,anger
empat negara tersisa  perhelatan turnamen akbar memiliki taktik kunci masing masing jamak  berharap  juara baru  federation of international football association world cup terutama belgia  dianggap  tim percontohan bonus demografi     ucapkan selamat  pep  ,happy
pembangunan infrastruktur membuat rakyat merasakan hadirnya negara  kehidupan tak   kerja nyata pak selama tahun memerintah kedepan tetap jokowi tetap jokowi tetap jokowi tetap jokowi tetap jokowi tetap jokowi,happy
kamu sensara dasar kampret busuk kamu  main media sosial  bicara rakyat sengsara rakyat moyangmu  sengsara,anger
senang deh baca twit nya mantan pak konglomerat  sih pramugari   viral  jadi  mentwit mengenai pengalaman kerja gue jadi kacung kampret bertahun  walaupun naik pangkat cuma ubah level doanng  cungpret lv jadi lv,happy
generasi jara pacoa terik pagi tadi mengantarkan   sebuah pantai   termasyhur namanya  bima  pantai kalaki pantai   seindah  masanya sekarang ,sadness
tooosssssssss banget huhu aku kenal suara  pertama kali pas ostnya man from the star   sumpah aku langsung jatuh cinta,love
 bingung gue takut    tiket kalau make jastip takutt tambahannya gede terus takut kena tipu ,fear
makin lama kenal a makin suka  lelaki  makin lama makin sayang sampailah last sekali sih a  bercinta  lelaki  lelaki   baik according to a seorang lelaki  penyayang lembut spoken memang taste a lah,love
 kamu menjadi gadis dewasa  kamu  pergi kuliah  kota  papa  melepasmu  bandara tahukah kamu  badan papa terasa kaku  memelukmu papa  tersenyun  memberi nasihat    menyuruhmu  berhati hati,love
terkadang ingat dulu minat diri    jadi pegawai bpom   mengambil umb  unj jurusan kimia murni  apa daya masuk nya malah sih  gunadarma boro jadi it staff kerja nya jauh abis haha  sekarang minat kerja  lab muncul    telat siiiiss,sadness
 hari  hatimu tercabik  perbuatan oranglain   jadi  cara allah meninggikanmu  dirimu melepas semua sombong  akui khilafmu tak perlu memaafkan mrk  maafkan dulu diri sendiri,sadness
puncak spiritual seseorang   orang tersebut diberi perasaan malu dihadapan allah swt orang  beruntung  orang  tahu ukurannya sendiri balikpapan,happy
halo  hari  indohome    dipakai   serius bisnis telekomunikasi  memang asal an  penting uang masuk   minggu  nyala sama sekali maunya gimana,anger
 perempuan cantik  caranya sendiri  perlu dipuji  merasa tersaingi mulailah  mencintai diri sendiri,love
hoohh white prince  meneduhkan hati duh datang bawa bunga   leleh  kalau datang bawa sekoper uang sekotak emas kan,love
min kalau   perawatan transjakarta    metro mini  tiap hari naik basway  mobil nya bermasalah,anger
ridiella cantik banget gemeees terima kasih sayang,love
mas metal program   membuat anak muda zaman now menjadi anak muda  kreatif  terbuka,happy
  jadi berbeda kepercayaan  athaya    mencintainya   kartika   sama sama bertajuk hawa    cinta bukan kelaminnya  cinta dirinya hatinya,love
selamat tanggal mas terima kasih  sabar terus sabar teruuuss sama akunya jangan cape cape sama aku selalu ingatkan aku   baik  aku  sayang kamuuu,love
jadi takut buat nikah buat punya anak takut kalau  nikah    bahagiain pasangan takut kalau punya anak   banding bandingin,fear
happy anniv bil wkwkwk langgeng terus sama radiiitt gila radit niat lah foto foto ucapan annivnyaa  dibantuin  sama cewek disini,happy
 aku jatuh cinta  pandangan matanya,love
 usah terobsesi  punya pacar gapenting  tahun  santai ajaaaa dd kalau kamu  mau ninggalin malah cowok  lebih baik     dekati kamu mbak d,happy
lucky me   sebegini kangen  sayang sama uwe dirantauan memang     gantikan keluarga   punya teman rantauan  sayangnya kayak kakak sendiri  rasanya tuhannn sayangg banget sama uwe nempatin orang baik disekeliling uwe,love
 cinta   sex berarti cinta  murah cinta  lebih besar lebih   lebih berharga  sex cinta sejati  tak ternilai harganya,love
seketika ku langsung jatuh cinta sama   sering dengar lagunya  playlist  yaudahh b  giliran dengar live  seenak   crowd nya parah banget   terharu melihatnya   pertama kali   ina  hype bgt freddy  i love kamu guys mulu,love
 kasus via vallen  gue kadang mikir  penikmat dangdut koplo panturanan   smisal  biasa disuguhi biduan berpenampilan seronok  goyangan maut    pihak mana,anger
 akhirnya  papa melihatmu duduk dipanggung pelaminan bersama seorang lelaku  dianggap pantas menggantikannya papa  tersenyum bahagia,love
eh nganu kalau  ditelepon orang  mau nipu   sih  laporkan polisi berdasarkan nomor telepon  kan tiap nomor sekarang  teregisterasi  terus bakal ditindaklanjuti   maksudnya  biar orangnya ditangkap   makan korban,fear
 waktunya memfokuskan niat    meraih hati i love kamu sayangku  mengizinkan getaran cinta   menghangatkan jiwa  haus  kasih  sayang,love
im yoona cantik banget buset talented good personality kurang apa kesayanganqu pokoknya  cinta mati banget sama yoona,love
pantas emiss cari  mana ternyata  sini  selamat datang cantik bagaimana hari harinya  memilih jurusan semoga malamnya menyenangkan ,happy
memang tak  manusia  paling benar  tindak tanduknya  selalu  manusia  mampu jadi benar  paham pernah salah  tak selalu menyalahkan sana sini  hawa nafsunya,happy
gue mau pencitraan ah kalau  orang  bertanya  grup angkatan  gue jawab meskipun gue enggak tau wkwkkw jadi tenang  temund  malas bertanya  digrup angkatan  takut dicueki kalau misal    jawab  gue jawab kok,happy
 mau ngeluh mau protes sama hidup and every problem in it jadi malu sendiri  ternyata too many blessings  kelewat buat disyukurin,sadness
aku  suka  ribut sama cewek   pembaruan  instagram kutipan  nyinggung satu gengnya ikut benci sama aku lah menyebar  mana lah ceritanya kalau versi ekstrem nya nih   menyindir kalau lewat padahal aku cewe,fear
fukudako bali  menjadi ramen terbaik  lidah  selera  enak ramennya puas porsinya kenyang akhirnya,happy
 sih akhir akhir  kata radikal  booming   radikalitas  berjuang  perlu biar  roboh diterpa angin  hanyut terbawa gelombang menjadi  pohon oak  tumbuh melawan angin kokoh  kuat  semen tiga roda recehkantwitter,happy
demokrasi  memang  mundur    kebebasan berekspresi terus menerus  pantau  penguasa,sadness
ketemu teman  se manhaj  sastra  bacaan  rasanya kayak menemukan harta karun membicarakan karakter plot  rupa pengarang  utara ngidul  henti  suka,happy
kalau aku sih siapapun presidennya kalau kualitas dirinya cuma bergantung sama kelompok  orang tertentu      buat event aksi aksi  deh hehe,sadness
malam pak tadi  sekitaran flyover tanjung barat arah ragunan  segerombol anak muda sepertinya mau sotr pak mohon  tindak pak terima kasih,fear
aku  tau  makin hari aku makin sayang sama kamu aku makin takut kehilangan kamu aku  terus bersama kamu hingga akhir waktu ku,love
   seorang cowok mulai sering menelponmu  bahkan datang  rumah  menemuimu papa  memasang wajah paling keren sedunia papa sesekali menguping  mengintip  kamu sedang mengobrol berdua diruang tamu,fear
 pernah se jatuh cinta kayak begini sama orang berawal  tokoh cerita  wattpad  penggambaran seseorang  plek ketiplek sama   makin buat  jatuh cinta,love
 emang a apa kayak a tahu masalah a sih sepele   bikin  menurun,anger
selamat siang sayang  makan siang   aku buatkan makan siang dimakan   habis jangan dibuang cape tau masaknya,love
idm bagaimana sih cara halusnya  bilang  teman    toxic aku takut  sakit hati kalau aku kasarin teenchoice choicefandom btsarmy,fear
kemarin  benaran give up sama dasnut materi soal quiz cuma belajar quiz  lainnya cuma sekadar baca   masuk otak  benaran cuma modal doa pasrah  benar pusing  flu  pas  soal  tau soalnya mau nangis,sadness
dak ayo lebaran  bandung aja tar  sana biaya makan sama akomodasi  usah pikir tar ikut aja     izinkan   ikut ajakan  bandung,happy
wah aku mimpi kali  kedip berkali kali  kaget letakin lengan  meja  numpu dagu sayang kok  bilang sih kamu  masak aigoo pacar aku keren,love
  tiap mau menulis inggris selalu cek dulu  kamus  meskipun  dicek seringnya ku hapus   takut salah grammar,fear
 mandi dilanjutkan  makan pagi  wbs pstw bm ih jelambar  wbs total care makan pagi dibantu pjlp  menambah energi  badan tetap segar sehat  stamina terjaga,happy
 lebaran aku rindu sosok wanita  pandai sekali menyimpan rahasia ditatanya rapi rengginang crispy   kaleng tanggo  dikemas layaknya kado,sadness
yakinlah    menantimu selepas banyak kesabaran  kamu jalani   membuatmu terpana hingga kamu lupa pedihnya rasa sakit ali bin abi thalib,happy
 lihat presiden sendiri gue merasa kayak wah cepat   mau pemilihan presiden  padahal kayaknya  baru kepilih  lihat presiden us gue merasa kayak the world is running at a snail pace baru tahun  ngejabat like wtf,sadness
 bagaimana sih ngerasanya kosong gt tombol ekspresi entah  dkit  kalau   tiba menemukan terus kepencet kayaknya aku langsung meledak  mah bahaya,fear
walaupun  jauh  fisik  tahu  selalu bersama walaupun   mengatakan aku cinta kamu  tahu  mencintai satu sama  walaupun   mengatakan  satu  tahu   satu,love
pria  seram    ekspresinya seram tutur kata  keluar  sangat menohok ah baiklah baiklah etto iie juvia  memastikan kalau  salah orang,fear
kebanyakan cewek kriteria mencari pacar   lucu padahal kalau  cewek ganteng lucu jadi definisi lucu  sini  ganteng kalian  jelek  qismin  pahami ,sadness
tadi gue lewat jalan  aga ramai orang jualan gue lihat   dagang baju  baju  tulisannya gantipresiden gila mesti  sih  kayak gitunya kadang gue bingung  sama orang indonesia  pernah  rasa bersyukurnya,anger
 suka makan sirip hiu tenggelamkan  bu masa ikan sebesar metromini cuma dimamam siripnya doang makan bodynya  dong,anger
cintailah kekasihmu   mencintai mu dulu   mencintai  tulus seseorang  setia  pasangannya  cinta suami   besar  ibu  kalian berdua,love
ceritanya makan malam  ala korea pas belanja bulanan eee menemukan daging premium  diskon langsung deh  ambil nasi putih nori minyak wijen wijen aduk jadi sapi lada hitam,happy
eh serius   dijepang lg  habis kontrak  gimana alah   memang gitu semua artis korea pop disosor sama  gila   sayang apa  duitnya dihambur in buat  gajelas bukannya mengatur cuma   kelihatan banget pamernya,anger
beli makeup sekali kalau  cocok malah bikin beruntusan  jerawatan terus pengobatan nya berhari hari    bikin pemilih banget sama makeup trauma  punya muka sensitif begini,fear
risiko kerja sendirian   temen single fighter bawa barang banyak  bolak balik    memegang tangga   teman mengobrol but i like my job,sadness
melakukan   sebenarnya kamu  suka  happy hati  kamu tau  bikin pasangan kamu bahagia  baru romantis,love
he kamuuhhh semoga  dijauhkan  keputusan  bodoh  selamat menjalankan ibadah puasa  budiirrr olfi opi,anger
  pukul   cape   pulang   mulai  rasa takut  hati  masing masing,fear
 sayang orang tua taati allah  orang tua   dihappyi allah disayang allah  sebenar benar balasan   orang tua jumatberkah,love
  benar  tetap benar meski sedikit  mengamalkannya   salah  tetap salah meski berbondong bondong orang mengamalkannya  muqollibal qulub tsabbit qolbi alaa diinik,happy
haechan aku sayang kamu sayangku  kamu  kebagi  masalah pribadi tenang  sayangku  kamu lebih besar  sukaku     kompre hari ,love
masalahnya banyak banget sih   mau belajar  sejarah padahal sejarah dunia   aja memuter disitu  gue lebih miris sama orang   menganggap saudi  us   kubu  berseberangan,sadness
eh  dengarkan lagu playlistnua  shuffle pertama kangen dewa terus kamu coboyjr kahitna mantan terindah jadinya kangen kamu mantan terindah hiyak,sadness
guru gue dulu    mirip begini nih malah  nyumpahin gue   kerja   lah mau balas  malah dosa  berkurang kan sayang eh,anger
bukannya kalau puasa  suci  bersih kalau misal  keadaan junub  puasa berarti sama  diperbolehkan keluar sperma  puasa donk benar gak,fear
 cek resi gk no pesanan aku rm barang  dipickup  status   dikirim driver wari hp sensitive no  pickup ulang  tindak driver  nakal terima kasih,anger
souma  abis yowamushi  abis sekarang nontonin anime   lama didonlot   ditonton sama sekali dek mega bosan sama drama korea,sadness
kamu  tau kan  ketakuan tersendiri  aku lihat recent pembaruan line takut tiba tiba  oramg baru  gantikan posisi aku  ava  status kamu,fear
kamu apa kabar sayang,sadness
pembayaran upah pkt ds madurejo pasirian lumajang masyarakat tersenyum bahagia padatkaryatunai tppijatim tppilumajang,happy
saran   dprri terbitkan  undang undang  mengatur  hukuman mati  seumur hidup   melakukan koruptor baik  nilai rupiahnya besar  kecil disamakan   efek jera  koruptor    toleransinya,anger
 manusia  punya fobia tempat sempit  sesak lihat penyelamatan anak anak  terjebak   gue  thailand cuma  berdoa merinding  menangis bergidik lihat medannya thaicaverescue,sadness
haha anjir sama gue waktu  sempat takut muka gue penuh  rambut rambut halus  numbuh gara gara aloevera,fear
   gencarnya memotivasi  bukti cintanya  orang tua  anak guru  muridnya seorang kawan  sahabatnya  mensupport  cinta   melihat  menyerah  motivasi intrinsik   paling utama bentuk niat  menjadi penggerak,love
namanya  perasaan   dibohongin  biasanya  bikin jatuh cinta   bikin nyaman  orangnya beda cewek sama cowok misalnya selamat sore jangan lupa minum minum yakult tiap hari,happy
tadi siang aku mimpi bang tomi  mimpi  aku  bang tomi kelihatan akrab bngt sampe bang tomi ngerangkul pundak aku erat bngt apa  arti mimpi ,love
efek pemilihan umum  toksik sekalipun  toksik  berhasil mengubah diri jadi lebih religius tobat tp   terus seenaknya paranoid penuh kebencian  si,anger
kemudian mulai menyalahkan diri sendiri mulai overthinking mulai ketakutan sendiri mulai cemas stress deg degan parno kena penyakit gitu gitu  siklus gue,fear
my boy is too handsome really cintaee him sih gemeshhh  sekarang bawel banget sih mana banyak maunya  tetap sayang sekaliii  sekoyaaah  pintar  mengerti diajak mengobrol hihi,love
ingat tebak tebakan dulu budi ikan ikan apa  bentuknya segitiga aisyah ikan sepat budi kurang tepat ayy aisyah terus apa dong mendesak penasaran budi iiikancut luuu nb seketika hening detik kemudian tertawa malu wkwk recehkantwitter,happy
hai   keterima um undip terus pas regist online enggak  login begini gak teman ku    login semua jadi takut,fear
muhammad ali lebih  sekadar petinju  muslim terbaik manusia terbaik  era modern teguh berprinsip  lembut  penggemar amp,happy
 paman nya kemarin  tiba tiba  seorang pria paruh baya datang menghampiri nya  membawa sebuah papan nama bertuliskan namanya  mas jefry tanya nya   sedikit ragu  sepertinya  takut salah mengira orang,fear
 dipermasalahakan   pengelolaan dana zakatnya     diingatkan gubernur   pengelolaan  mungkin     tepat,anger
 tuhan ku cinta  ku sayang  rindu  inginkan  utuhkan lah rasa cinta dihatiku  padanya    padanya  ,love
idm my masa gue tadi ketemu teman sekolah dasar  pas sekolah dasar mengejar gue  memberi surat tiap minggunya asdfghjkl bgt  tau  merasa takut gue v aduh jaman sekolah dasar mengerti apa coba v,fear
 tadi pagi    masuk web nya jadwalnya   jam  masuk web nya    connection internet  lancar padahal solusinya,sadness
untukku  pasangan  diajak bicara  banyak   mengerti  memaklumi satu sama   adanya   tersembunyi  definisi romantis versiku,love
sama  seorang putri mencium katak  merubahnya menjadi pmarahan tampan aku mencium bantal seriap malam  tidur  berharap   benar benar berubah jadi kamu aku cinta kamu  d,love
hampir tiap hari mbak kos suka meributkan  kamu  bodigardnya vela  sukanya muterin halaman indekos mon maaf nih  mbak teman gue memang   tau dirinya muterin halaman kos  suara motor gede hampir tiap hari,anger
gilasih beberapa hari  lalu gue lihat truk gede  diisi sama org teman gue bilang kalau truk  diisi sama orang  tengahnya mayat asli merinding banget mana  pas maghrib  gue sendirian coy seram abis,fear
butuh tempat  nyaman   betah   berpaling,sadness
sungguh memang indahnya ciptaan sang tuhan  aku  sangat terpesona melihat garis senyum manismu sayang,love
bersiap memberantaskemiskinan bersama bos andalan gue dulu  gm bu amel santosodebora kreasitiadahenti semuademibeas motorcycle kustomkulture,happy
maaf nih min paket   lama banget  padahal  butuh banget    mengejar keberangkatan  kemarin   gempol  kok lama padahal   pasuruan kota,anger
yuta aku sayang juta aku  ketemu juta  aku kangen pokoknya juta   bikin aku beli stuff stuff   sama menonton konser soalnya wkwk,love
bukannya kalau cowok suka  serius sama cewek   bakal menunjukkan usahanya  apa  disukai ceweknya   berusaha jadi apa  disukai orang tua ceweknya hehe,love
 melihat langsung blusuk presiden jokowi   simpulkan   bukan pencitraan  merupakan kerja seorang pemimpin  mengayomi rakyatnya jokowisekalilagi,happy
cantik langsung tidur  kamu balaskan mentabnya besok   meminta peje kasih  coki coki aku sayang kamu baby,love
anak tetangga main mercon  sore  malem jedar jedor suaranya mau dimarahi   anak   istighfar aja mercon  mendekatkanku  nya,sadness
huhu gemesssss bangeeeettt sesayang  gue sama  astagaaaaaahhh  mengerti  gueeeee   pengumuman  kapan liburnya huhu,love
 repot  kalau sekadar baca  dimengerti nahh  situ timbul kesalahan bukan pemahaman selektif  argument  papa  nalar tetap  jalur bukan keluar jalur kalo  keluar jalur  pelanggaran celotehreceh,sadness
selamat subuh  jiwa  sedang merasakan teduh keluarlah  suatu titik   ketik kamu berada  titik  kamu merasa aku   hatimu,love
 iya selamat tinggal deh wey jadi sekalian nih kalau  mapan jangan kawin kalau mau hidup enak belajar manage duit  benar pesan  disampaikan  pria tahun beranak brb kill myself,sadness
meskipun syarat    budak cinta baejin  ku sayang  one siapapun membernya  berjanji  pernah  membuang barang barang apapun   one,love
 seseorang merasa pancasila  anti politik orang   hidup  negara demokrasi  menggunakan sistem politik makanya  politikus cepat mengertilah  tingkat apatisme masyarakat   politik  kian meninggi jangan terus berkorupsi  ingkar janji,anger
  ditakutkan  mahasiswi   rasa aman  bilang  was was kalau  suami nya anak laki laki tuan rumah takut  apa in wkwk,fear
happyjendeukieday happy birthday  katanya mirip aku semoga makin cantik  sayang kakak yhaa i laff yu,happy
gue tak tau kalau twit   banyak  support  mau bilang terima kasih  semua member bangtan pantas buat  sayaang army sayang bangtan kan jangan terpecah belah   kuat  sayang semuanya saling memaafkan sesama army jangan  sesama army malah saling benci,happy
awal   saling kenal   hubungan saudara   sini    kenal  bertemu menjadi saudara  satu keluarga baru inilah   makin cinta nasa,love
sayang akuuuu  gede banget sih kamuuuu  berasa  perasaan baru kemarin lahir sekarang  gede aja bawel banget ,love
 kuakui  tebakan pak seno  ibu tuti pagi  betul terkait keikhlasan    ikhlas coba kalian pikirkan apa  kalian abaikan  sikap kalian    ikhlas   diam,sadness
teman pernah beli handphone online  batam   trf terus dihubungi pihak bea cukai  handphonenya   keluar  dibilang bm katanya kalau  bayar  jam sore bakal dipolisikan eh benaran  trf sama temen ternyata sama modus penipuan  barangnya  sampe,anger
mencoba romantis biar dikata  ldr  anjir naik motor jam tak henti  kecepatan berapa dah wkwk jam  sama   bolakbalik rumah unj sebanyak kali  istirahat,sadness
harga sepatu  jt bagaimana mau bicara rakyat miskin harga sepatu jt  x rata upah minimum regional bln rakyat  mau berbicara kemiskinan rakyat,anger
daun  jatuh tak pernah membenci angin  membiarkan dirinya jatuh   tak melawan mengikhlaskan semuanya  hidup  menerima penerimaan  indah,sadness
bagaimana caranya ngehadepin dosen  dichat terus ngeread doang padahal responnya penting banget buat gue gue bingung mau ngapain takut salah langkah,fear
selalu ku syukuri  detik   segala apa    lewati bersama  pait manis asamnya cerita memang awal  step terbaik  hidupku semoga selalu  selamanya amin,happy
mu kalian mandang orang  jerawatan bagaimana sih aku habis beberapa kali tes universitas selalu berakhir  mengobrol sama siapa siapa soalnya aku takut   nyaman sama jerawatku aku mau punya teman  pikiranku selalu begini  sarannya ,fear
mungkin sampaikan  gubernur jakarta dulu  trotoar  pejalan kaki dirapikan dulu bukan dijadikan tempat  berdagang  sering jalan kaki  sepanjang satrio  pedestrian sungguh kurang nyaman,sadness
gue iri sama elu   menunjukkan rasa sayang  tindakan apalah gue  cuma  diam  enggak tahu mau apa  menunjukkan rasa sayang gue  mereke hehe,sadness
calonpenghunineraka  serius buat kamu semua  player troll player toxic player noob terutama  game vainglory kamu  gue maafin jancuk neraka bangsaaaaat,anger
cinta  hebat bahkan lebih hebat  dunia perkawinan  doa  bagian penuturan cinta  sebuah cita cita    capai,love
main   maghrib  subuh  bodoh   jangan lupa  kosongin jadwal  konsisten  berbicara doang gampang  laks ngelakuinnya susah emang makanya coba aja awalnya susah   kalau  kebiasaan ketagihan,sadness
love of my life my first son my spirit my reason to face the world besok anak mama mulei sekolah   tempat  baru pengalamam baru petualangan baru teman baru miss  baru,love
serius gue takut jadi botak gara rontok parah pas gue potong rambut  salon aja mba mbanya menyuruh gue periksa  dokter takutnya  apa soalnya  rontok  parah banget akarnya   kuat,fear
  akhrnya suaminya memang bertobat  sama   berani bersaksi tntng masa kelamnya luar biasa memang kesabaran istrnya    langsung main cerai  mmbalas prbuatan suaminya,happy
lihat abang gue dibegitukan jadi  mau punya teman  pas kuliah padahal niatnya mau perbanyak teman  sekarang jadi takut banget benar takut,fear
  rapi  rambutnya habis bangun tidur nih cantik  mantap betul  febby nathania elvarette teman terkebo,happy
sunda kelapa alhamdulillah habis tarawih  masjid agung sunda kelapa nikmat sekali rekaat  nikmat  bacaan imamnya mantap  masjid persembahan gubernur ali sadinin  masyarakat jakarta yuk coba tarawih  sini pak gubernur  pak wakil gubernur,happy
  kakek nenek gue  stop  keluarga gue bukan pelit   tradisi macam menyebar uang nyawer thr  sejenisnya  merendahkan martabat manusia sih penerimanya,sadness
jenuh   konsen perlu    bikin jadi terarah  apa ,sadness
lebih menyeramkan kalau punya grup wa keluarga  isinya sharing hadis ayat al qur an  grup wa lingkungan paroki gereja seram kalau salah reply,fear
lalu bagaimana  papa mungkin  mama lebih sering menelpon  menanyakan keadaanmu  hari  tahukah kamu ternyata papa lah  mengingatkan mama  menelpon,love
hijab  tanda bukti kasih sayang allah subhanahu wa taala  wanita allah subhanahu wa taala menciptakan wanita  keindahan  sangat sempurna semua tergantung    wanita mau menjaga keindahan  allah beri  menghancurkan keindahannya,love
cinta  sebenarnya cinta   sayyidina ali karromallahu wajhah tidur menggantikan rasulullah,love
